RNO,NAME,YEAR,CURR_SEM,past_avg,past_count,internal_pct,attendance_pct,behavior_pct,performance_trend,performance_overall,risk_overall,risk_score,dropout_overall,dropout_score,performance_label,risk_label,dropout_label
23G31B1623,Sanjay Das,1,1,0.0,0,90.0,81.18260869565218,42.0,0.0,41.27739130434783,41.27739130434783,58.72260869565217,70.02782608695652,29.972173913043477,medium,normal,low
23G31B7131,Bhavna Bhat,1,1,0.0,0,80.0,39.44705882352941,12.0,0.0,30.517058823529414,30.517058823529414,69.48294117647059,36.81294117647059,63.18705882352941,poor,normal,medium
23G31B1420,Kavya Iyer,1,1,0.0,0,43.333333333333336,72.06666666666666,38.0,0.0,25.709999999999997,25.709999999999997,74.29,58.57999999999999,41.42000000000001,poor,high,low
23G31A9885,Suresh Singh,1,2,75.0,1,43.333333333333336,62.758558558558555,50.0,0.0,62.413783783783785,62.413783783783785,37.586216216216215,60.76432432432432,39.23567567567568,high,low,low
23G31A4634,Varun Pillai,1,2,72.0,1,66.66666666666666,78.8,56.0,0.0,70.61999999999999,70.61999999999999,29.38000000000001,74.62666666666667,25.373333333333335,high,low,low
23G31B5221,Ashok Bansal,1,1,0.0,0,33.33333333333333,76.71666666666667,27.0,0.0,22.8575,22.8575,77.1425,59.73500000000001,40.26499999999999,poor,high,low
23G31B3541,Suresh Das,1,1,0.0,0,60.0,69.63333333333333,65.0,0.0,31.695,31.695,68.305,61.243333333333325,38.756666666666675,poor,normal,low
23G31A1993,Sandeep Kumar,1,2,91.0,1,60.0,83.78876404494382,82.0,0.0,80.16831460674156,80.16831460674156,19.83168539325844,81.95213483146067,18.04786516853933,high,low,low
23G31A8228,Kavya Iyer,1,1,0.0,0,73.33333333333333,73.98686868686868,57.0,0.0,35.9480303030303,35.9480303030303,64.0519696969697,64.82414141414141,35.17585858585859,poor,normal,low
23G31A7082,Rajesh Srivastava,1,2,81.0,1,83.33333333333334,41.21623931623932,21.0,0.0,72.73243589743589,72.73243589743589,27.26756410256411,47.38470085470086,52.61529914529914,high,low,medium
23G31B5451,Siddharth Menon,1,2,82.0,1,93.33333333333333,86.27586206896552,85.0,0.0,86.19137931034483,86.19137931034483,13.808620689655172,86.4264367816092,13.573563218390802,high,low,low
23G31A3458,Ajay Bhat,1,2,54.0,1,100.0,70.375,24.0,0.0,68.75625000000001,68.75625000000001,31.24374999999999,67.0625,32.9375,high,low,low
23G31B6380,Divya Mishra,1,1,0.0,0,83.33333333333334,69.06470588235294,73.0,0.0,39.00970588235294,39.00970588235294,60.99029411764706,63.9786274509804,36.0213725490196,poor,normal,low
23G31A1497,Sanjay Verma,1,2,41.0,1,93.33333333333333,73.89999999999999,53.0,0.0,62.235,62.235,37.765,70.46333333333332,29.536666666666676,high,low,low
23G31A3158,Meera Patel,1,1,0.0,0,86.66666666666667,53.39473684210526,13.0,0.0,34.65921052631579,34.65921052631579,65.34078947368421,47.34298245614035,52.65701754385965,poor,normal,medium
23G31A6353,Rahul Bhatnagar,1,2,81.0,1,100.0,83.4921568627451,97.0,0.0,87.87382352941177,87.87382352941177,12.126176470588234,86.24450980392157,13.755490196078426,high,low,low
23G31B7848,Shreya Bhatnagar,1,1,0.0,0,53.333333333333336,68.15116279069767,51.0,0.0,28.772674418604648,28.772674418604648,71.22732558139535,58.139147286821704,41.860852713178296,poor,high,low
23G31A6745,Ritika Gupta,1,2,56.0,1,90.0,67.7,47.0,0.0,67.505,67.505,32.495000000000005,66.69,33.31,high,low,low
23G31A2923,Ramesh Malhotra,1,1,0.0,0,63.33333333333333,81.16521739130435,22.0,0.0,32.27478260869565,32.27478260869565,67.72521739130434,65.34898550724638,34.65101449275362,poor,normal,low
23G31A5182,Celina Rao,1,2,79.0,1,96.66666666666667,52.85384615384615,68.0,0.0,79.82807692307694,79.82807692307694,20.171923076923065,61.36435897435898,38.63564102564102,high,low,low
23G31B8244,Deepak Malhotra,1,1,0.0,0,33.33333333333333,63.94347826086956,37.0,0.0,21.441521739130433,21.441521739130433,78.55847826086956,51.79376811594203,48.20623188405797,poor,high,medium
23G31A9449,Sanjay Saxena,1,2,73.0,1,46.666666666666664,60.4235294117647,26.0,0.0,60.8635294117647,60.8635294117647,39.1364705882353,56.86313725490196,43.13686274509804,high,low,low
23G31A2532,Maya Iyer,1,2,56.0,1,80.0,49.72330097087379,21.0,0.0,60.508495145631066,60.508495145631066,39.491504854368934,50.50631067961165,49.49368932038835,high,low,medium
23G31A4704,Aisha Menon,1,2,83.0,1,53.333333333333336,53.339506172839506,83.0,0.0,69.65092592592593,69.65092592592593,30.349074074074068,59.27098765432099,40.72901234567901,high,low,low
23G31A9542,Kriti Joshi,1,2,41.0,1,56.666666666666664,79.06930693069306,46.0,0.0,51.66039603960395,51.66039603960395,48.33960396039605,69.71518151815181,30.28481848184819,medium,normal,low
23G31B1544,Harsha Bajaj,1,2,66.0,1,96.66666666666667,53.05581395348836,28.0,0.0,71.35837209302326,71.35837209302326,28.641627906976737,56.205736434108516,43.794263565891484,high,low,low
23G31B8040,Aisha Reddy,1,1,0.0,0,93.33333333333333,79.6102564102564,26.0,0.0,41.241538461538454,41.241538461538454,58.758461538461546,67.6605128205128,32.33948717948719,medium,normal,low
23G31A7199,Pooja Sharma,1,1,0.0,0,80.0,86.64466019417476,74.0,0.0,40.696699029126215,40.696699029126215,59.303300970873785,76.05126213592234,23.948737864077657,medium,normal,low
23G31B1993,Swati Patel,1,2,69.0,1,100.0,87.94545454545455,97.0,0.0,82.54181818181817,82.54181818181817,17.458181818181828,88.16181818181819,11.838181818181809,high,low,low
23G31A1182,Aryan Joshi,1,1,0.0,0,66.66666666666666,73.35652173913043,51.0,0.0,33.55347826086956,33.55347826086956,66.44652173913045,63.11623188405796,36.88376811594204,poor,normal,low
23G31A9221,Maya Bhat,1,2,72.0,1,86.66666666666667,90.68846153846154,98.0,0.0,80.50326923076923,80.50326923076923,19.496730769230766,89.14858974358974,10.851410256410261,high,low,low
23G31B3178,Divya Bajaj,1,2,72.0,1,96.66666666666667,77.56543209876543,22.0,0.0,77.73481481481481,77.73481481481481,22.26518518518519,73.36246913580247,26.63753086419753,high,low,low
23G31B7280,Ashok Iyer,1,1,0.0,0,86.66666666666667,82.17927927927927,75.0,0.0,42.07689189189189,42.07689189189189,57.92310810810811,73.69216216216215,26.30783783783785,medium,normal,low
23G31A2628,Sakshi Chatterjee,1,2,91.0,1,100.0,69.56086956521739,89.0,0.0,90.3841304347826,90.3841304347826,9.615869565217395,76.69260869565218,23.307391304347817,high,low,low
23G31A2194,Suresh Rao,1,2,58.0,1,86.66666666666667,89.1888888888889,39.0,0.0,70.32833333333333,70.32833333333333,29.671666666666667,80.7988888888889,19.201111111111103,high,low,low
23G31A2583,Aditya Singh,1,1,0.0,0,40.0,87.28350515463919,85.0,0.0,29.342525773195877,29.342525773195877,70.65747422680413,73.59845360824742,26.401546391752575,poor,high,low
23G31A9757,Rahul Chatterjee,1,1,0.0,0,66.66666666666666,76.97525773195876,44.0,0.0,33.74628865979381,33.74628865979381,66.2537113402062,64.94934707903779,35.05065292096221,poor,normal,low
23G31A8195,Aarav Kumar,1,1,0.0,0,86.66666666666667,65.3855421686747,32.0,0.0,37.40783132530121,37.40783132530121,62.59216867469879,57.63654618473896,42.36345381526104,poor,normal,low
23G31A1443,Sneha Chatterjee,1,1,0.0,0,63.33333333333333,73.36153846153846,29.0,0.0,31.454230769230765,31.454230769230765,68.54576923076924,60.586410256410254,39.413589743589746,poor,normal,low
23G31A9964,Siddharth Bhatnagar,1,1,0.0,0,73.33333333333333,51.6,52.0,0.0,32.339999999999996,32.339999999999996,67.66,48.653333333333336,51.346666666666664,poor,normal,medium
23G31B5522,Tanvi Nair,1,2,90.0,1,43.333333333333336,53.68372093023255,14.0,0.0,66.75255813953488,66.75255813953488,33.247441860465116,52.31193798449612,47.68806201550388,high,low,medium
23G31B1562,Ramesh Menon,1,2,61.0,1,90.0,52.432673267326734,57.0,0.0,68.21490099009901,68.21490099009901,31.78509900990099,57.50287128712871,42.49712871287129,high,low,low
23G31A6359,Sakshi Bansal,1,1,0.0,0,53.333333333333336,61.69059829059829,48.0,0.0,27.65358974358974,27.65358974358974,72.34641025641025,53.31675213675213,46.68324786324787,poor,high,medium
23G31A7285,Nisha Chatterjee,1,1,0.0,0,96.66666666666667,46.67530864197531,11.0,0.0,36.55129629629629,36.55129629629629,63.44870370370371,43.43938271604939,56.56061728395061,poor,normal,medium
23G31A1373,Siddharth Dasgupta,1,2,72.0,1,53.333333333333336,71.10243902439022,36.0,0.0,64.46536585365854,64.46536585365854,35.53463414634146,65.90504065040648,34.09495934959352,high,low,low
23G31A8059,Nikhil Menon,1,2,58.0,1,83.33333333333334,67.45185185185184,18.0,0.0,65.01777777777778,65.01777777777778,34.98222222222222,63.149629629629615,36.850370370370385,high,low,low
23G31B3134,Rajesh Sinha,1,1,0.0,0,76.66666666666667,79.87368421052632,58.0,0.0,37.881052631578946,37.881052631578946,62.118947368421054,69.37824561403508,30.62175438596492,poor,normal,low
23G31B9021,Vishal Gupta,1,2,43.0,1,63.33333333333333,81.32432432432432,76.0,0.0,56.49864864864865,56.49864864864865,43.50135135135135,75.16036036036036,24.839639639639643,medium,normal,low
23G31A5156,Ashok Mishra,1,1,0.0,0,70.0,68.66296296296296,83.0,0.0,35.449444444444445,35.449444444444445,64.55055555555555,63.36407407407407,36.63592592592593,poor,normal,low
23G31A8200,Shreya Saxena,1,2,60.0,1,83.33333333333334,61.60000000000001,58.0,0.0,67.14,67.14,32.86,63.253333333333345,36.746666666666655,high,low,low
23G31A1417,Aditya Dasgupta,1,1,0.0,0,43.333333333333336,76.95087719298246,82.0,0.0,28.64263157894737,28.64263157894737,71.35736842105263,66.39894736842105,33.60105263157895,poor,high,low
23G31A5093,Anjali Bajaj,1,2,91.0,1,80.0,81.75454545454544,71.0,0.0,85.31318181818182,85.31318181818182,14.686818181818182,81.4281818181818,18.5718181818182,high,low,low
23G31B6025,Aryan Das,1,2,42.0,1,40.0,83.28235294117647,94.0,0.0,50.19235294117647,50.19235294117647,49.80764705882353,75.89764705882352,24.102352941176477,medium,normal,low
23G31B1770,Ramesh Dasgupta,1,1,0.0,0,60.0,75.96179775280898,36.0,0.0,31.194269662921347,31.194269662921347,68.80573033707866,62.77325842696628,37.22674157303372,poor,normal,low
23G31A5383,Deepak Bansal,1,1,0.0,0,46.666666666666664,61.573913043478264,26.0,0.0,24.53608695652174,24.53608695652174,75.46391304347826,50.368405797101445,49.631594202898555,poor,high,medium
23G31B6399,Ravi Bajaj,1,1,0.0,0,43.333333333333336,73.63577981651376,17.0,0.0,24.895366972477063,24.895366972477063,75.10463302752294,57.57837920489297,42.42162079510703,poor,high,low
23G31B4261,Shreya Dutta,1,2,98.0,1,83.33333333333334,75.9086956521739,25.0,0.0,86.63630434782608,86.63630434782608,13.363695652173917,73.76942028985506,26.230579710144937,high,low,low
23G31A1321,Karthik Pillai,1,2,92.0,1,90.0,84.5,49.0,0.0,88.125,88.125,11.875,82.25,17.75,high,low,low
23G31A8295,Esha Kumar,1,2,76.0,1,60.0,90.05670103092783,43.0,0.0,71.65850515463919,71.65850515463919,28.341494845360813,80.93969072164947,19.06030927835053,high,low,low
23G31A3984,Vishal Saxena,1,2,67.0,1,100.0,88.32222222222221,63.0,0.0,79.89833333333334,79.89833333333334,20.10166666666666,84.82555555555554,15.174444444444461,high,low,low
23G31A5011,Aryan Verma,1,2,56.0,1,53.333333333333336,92.6,40.0,0.0,59.89,59.89,40.11,79.75333333333333,20.24666666666667,medium,normal,low
23G31B3764,Ria Iyer,1,2,68.0,1,90.0,73.34237288135593,68.0,0.0,75.40135593220339,75.40135593220339,24.598644067796613,73.93966101694915,26.060338983050855,high,low,low
23G31B9355,Diya Saxena,1,1,0.0,0,70.0,59.56666666666666,82.0,0.0,34.035,34.035,65.965,56.89666666666666,43.10333333333334,poor,normal,low
23G31B9713,Diya Dutta,1,2,81.0,1,76.66666666666667,57.80731707317073,59.0,0.0,75.12109756097561,75.12109756097561,24.878902439024387,62.13178861788617,37.86821138211383,high,low,low
23G31A5898,Harish Srivastava,1,2,99.0,1,36.666666666666664,69.03548387096774,87.0,0.0,75.20532258064516,75.20532258064516,24.79467741935484,70.59150537634409,29.408494623655912,high,low,low
23G31A4114,Harsha Das,1,2,58.0,1,46.666666666666664,77.23614457831326,50.0,0.0,57.08542168674699,57.08542168674699,42.91457831325301,69.53196787148595,30.468032128514054,medium,normal,low
23G31B1318,Harish Iyer,1,2,76.0,1,46.666666666666664,53.445614035087715,94.0,0.0,64.71684210526315,64.71684210526315,35.283157894736846,59.07859649122806,40.92140350877194,high,low,low
23G31A8436,Nisha Reddy,1,2,85.0,1,100.0,72.80350877192981,20.0,0.0,84.42052631578947,84.42052631578947,15.579473684210527,71.46245614035087,28.537543859649134,high,low,low
23G31B3720,Rohan Singh,1,1,0.0,0,50.0,48.175,80.0,0.0,26.22625,26.22625,73.77375,46.7225,53.2775,poor,high,medium
23G31A8840,Ananya Sharma,1,2,81.0,1,70.0,71.98505747126437,87.0,0.0,76.64775862068964,76.64775862068964,23.352241379310357,74.18954022988505,25.810459770114946,high,low,low
23G31A8369,Kumar Kumar,1,2,73.0,1,73.33333333333333,67.7940594059406,50.0,0.0,71.16910891089108,71.16910891089108,28.830891089108917,67.08917491749176,32.91082508250824,high,low,low
23G31A3661,Aarav Agarwal,1,1,0.0,0,73.33333333333333,87.97747747747748,85.0,0.0,39.44662162162162,39.44662162162162,60.55337837837838,77.41756756756756,22.58243243243244,poor,normal,low
23G31B6153,Sandeep Agarwal,1,1,0.0,0,63.33333333333333,93.9076923076923,95.0,0.0,37.83615384615384,37.83615384615384,62.16384615384616,81.56871794871793,18.431282051282068,poor,normal,low
23G31B8664,Ramesh Iyer,1,2,85.0,1,96.66666666666667,70.61304347826086,86.0,0.0,86.39195652173913,86.39195652173913,13.608043478260868,76.19579710144926,23.80420289855074,high,low,low
23G31A1479,Rahul Gupta,1,1,0.0,0,70.0,87.36237623762376,48.0,0.0,36.504356435643565,36.504356435643565,63.495643564356435,72.95366336633663,27.046336633663373,poor,normal,low
23G31A5741,Sneha Bajaj,1,2,62.0,1,76.66666666666667,79.03636363636363,18.0,0.0,66.75545454545455,66.75545454545455,33.244545454545445,70.9921212121212,29.007878787878795,high,low,low
23G31B8659,Priya Verma,1,1,0.0,0,90.0,63.671428571428564,53.0,0.0,39.200714285714284,39.200714285714284,60.799285714285716,58.86999999999999,41.13000000000001,poor,normal,low
23G31B6797,Simran Sinha,1,2,80.0,1,56.666666666666664,75.03333333333333,51.0,0.0,70.80499999999999,70.80499999999999,29.195000000000007,71.28999999999999,28.710000000000008,high,low,low
23G31B9997,Pooja Chopra,1,2,77.0,1,50.0,53.96363636363636,52.0,0.0,64.19454545454545,64.19454545454545,35.80545454545455,55.67454545454545,44.32545454545455,high,low,low
23G31B7208,Simran Das,1,2,59.0,1,93.33333333333333,68.43529411764706,88.0,0.0,72.16529411764706,72.16529411764706,27.834705882352935,71.93803921568627,28.061960784313726,high,low,low
23G31B4327,Sanjay Srivastava,1,1,0.0,0,83.33333333333334,59.5219512195122,52.0,0.0,36.52829268292683,36.52829268292683,63.47170731707317,55.198699186991874,44.801300813008126,poor,normal,low
23G31A2470,Diya Patel,1,2,57.0,1,50.0,77.21764705882353,49.0,0.0,57.53264705882353,57.53264705882353,42.46735294117647,69.65235294117647,30.347647058823526,medium,normal,low
23G31B5135,Aisha Chatterjee,1,1,0.0,0,86.66666666666667,76.79999999999998,91.0,0.0,42.06999999999999,42.06999999999999,57.93000000000001,71.52666666666664,28.473333333333358,medium,normal,low
23G31B1401,Divya Malhotra,1,2,77.0,1,90.0,89.4111111111111,93.0,0.0,83.56166666666667,83.56166666666667,16.438333333333333,88.58777777777776,11.41222222222224,high,low,low
23G31B5911,Neha Joshi,1,2,94.0,1,73.33333333333333,55.37560975609756,58.0,0.0,80.20634146341465,80.20634146341465,19.793658536585355,61.29626016260163,38.70373983739837,high,low,low
23G31A7755,Meera Verma,1,1,0.0,0,80.0,84.54285714285713,38.0,0.0,38.58142857142857,38.58142857142857,61.41857142857143,70.97999999999998,29.020000000000024,poor,normal,low
23G31B8338,Nitin Dasgupta,1,1,0.0,0,33.33333333333333,85.33333333333334,65.0,0.0,26.049999999999997,26.049999999999997,73.95,69.56666666666666,30.433333333333337,poor,high,low
23G31B6985,Pari Bhat,1,1,0.0,0,56.666666666666664,68.54230769230769,69.0,0.0,30.73134615384615,30.73134615384615,69.26865384615385,60.54628205128204,39.45371794871796,poor,normal,low
23G31A3346,Ashok Kumar,1,2,65.0,1,46.666666666666664,62.73846153846154,14.0,0.0,56.610769230769236,56.610769230769236,43.389230769230764,56.48358974358974,43.51641025641026,medium,normal,low
23G31B7398,Siddharth Reddy,1,1,0.0,0,56.666666666666664,53.6395061728395,32.0,0.0,26.645925925925926,26.645925925925926,73.35407407407408,46.414320987654314,53.585679012345686,poor,high,medium
23G31A4897,Divya Rao,1,1,0.0,0,50.0,83.1,48.0,0.0,29.864999999999995,29.864999999999995,70.135,67.97,32.03,poor,high,low
23G31A3688,Arjun Dasgupta,1,1,0.0,0,96.66666666666667,77.93333333333334,46.0,0.0,42.989999999999995,42.989999999999995,57.010000000000005,68.82,31.180000000000007,medium,normal,low
23G31B8579,Siddharth Chatterjee,1,2,81.0,1,76.66666666666667,86.9,67.0,0.0,79.88499999999999,79.88499999999999,20.11500000000001,83.29666666666667,16.703333333333333,high,low,low
23G31B1459,Ravi Malhotra,1,2,47.0,1,46.666666666666664,68.17777777777778,12.0,0.0,48.32666666666667,48.32666666666667,51.67333333333333,58.291111111111114,41.708888888888886,medium,normal,low
23G31B9484,Siddharth Nair,1,2,63.0,1,43.333333333333336,70.34257425742575,62.0,0.0,58.151386138613866,58.151386138613866,41.848613861386134,66.07313531353135,33.92686468646865,medium,normal,low
23G31B9684,Arjun Bhat,1,2,50.0,1,50.0,79.90963855421685,41.0,0.0,54.03644578313252,54.03644578313252,45.96355421686748,70.03674698795179,29.963253012048213,medium,normal,low
23G31B4465,Ananya Reddy,1,1,0.0,0,80.0,78.83333333333334,75.0,0.0,39.575,39.575,60.425,70.68333333333334,29.316666666666663,poor,normal,low
23G31A3925,Ria Nair,1,2,62.0,1,96.66666666666667,69.54444444444445,25.0,0.0,71.68166666666667,71.68166666666667,28.318333333333328,67.04777777777778,32.95222222222222,high,low,low
23G31A6497,Tanvi Dutta,1,1,0.0,0,90.0,75.86363636363636,45.0,0.0,40.62954545454545,40.62954545454545,59.37045454545455,66.60454545454544,33.395454545454555,medium,normal,low
23G31A5369,Sanjay Bhat,1,2,75.0,1,96.66666666666667,80.63333333333334,13.0,0.0,79.245,79.245,20.754999999999995,74.91,25.090000000000003,high,low,low
23G31B5449,Pooja Saxena,1,1,0.0,0,73.33333333333333,56.300000000000004,59.0,0.0,33.394999999999996,33.394999999999996,66.605,52.64333333333334,47.35666666666666,poor,normal,medium
23G31A2532,Vikram Pillai,1,2,82.0,1,93.33333333333333,66.67614678899082,39.0,0.0,80.95142201834862,80.95142201834862,19.048577981651377,68.10663608562692,31.893363914373083,high,low,low
23G31A2286,Celina Saxena,1,1,0.0,0,40.0,80.75660377358491,25.0,0.0,25.363490566037736,25.363490566037736,74.63650943396226,63.029622641509434,36.970377358490566,poor,high,low
23G31B7605,Rahul Menon,1,2,48.0,1,86.66666666666667,83.46666666666668,74.0,0.0,66.22,66.22,33.78,79.29333333333335,20.70666666666665,high,low,low
23G31B1064,Avni Bajaj,1,2,54.0,1,56.666666666666664,82.46923076923078,99.0,0.0,61.32038461538462,61.32038461538462,38.67961538461538,78.69512820512821,21.304871794871787,high,low,low
23G31A5680,Karthik Singh,1,1,0.0,0,80.0,69.08024691358024,55.0,0.0,37.112037037037034,37.112037037037034,62.887962962962966,61.856172839506165,38.143827160493835,poor,normal,low
23G31A3356,Zara Mishra,1,2,61.0,1,53.333333333333336,55.01764705882353,89.0,0.0,59.20264705882353,59.20264705882353,40.79735294117647,58.845686274509795,41.154313725490205,medium,normal,low
23G31B5748,Ravi Rao,1,1,0.0,0,86.66666666666667,55.853465346534655,86.0,0.0,38.6780198019802,38.6780198019802,61.3219801980198,56.36409240924093,43.63590759075907,poor,normal,low
23G31A5985,Swati Agarwal,1,2,72.0,1,33.33333333333333,89.11325301204819,20.0,0.0,60.36698795180723,60.36698795180723,39.63301204819277,74.91261044176706,25.087389558232942,high,low,low
23G31A1973,Meera Bhat,1,2,80.0,1,66.66666666666666,84.16341463414635,87.0,0.0,76.97451219512195,76.97451219512195,23.025487804878054,82.2810569105691,17.718943089430894,high,low,low
23G31A6931,Ananya Malhotra,1,2,54.0,1,96.66666666666667,71.45686274509804,23.0,0.0,67.86852941176471,67.86852941176471,32.13147058823529,67.38647058823528,32.613529411764716,high,low,low
23G31B9488,Ananya Gupta,1,1,0.0,0,83.33333333333334,95.48596491228069,73.0,0.0,42.97289473684211,42.97289473684211,57.02710526315789,82.4735087719298,17.5264912280702,medium,normal,low
23G31A5388,Divya Sharma,1,2,70.0,1,76.66666666666667,58.31149425287356,79.0,0.0,70.69672413793104,70.69672413793104,29.303275862068958,63.38471264367815,36.61528735632185,high,low,low
23G31B6997,Divya Agarwal,1,2,65.0,1,73.33333333333333,55.44742268041237,12.0,0.0,63.41711340206186,63.41711340206186,36.58288659793814,53.84652920962199,46.15347079037801,high,low,medium
23G31B9768,Meera Bansal,1,2,77.0,1,66.66666666666666,80.98750000000001,99.0,0.0,75.59812500000001,75.59812500000001,24.40187499999999,80.95791666666668,19.042083333333323,high,low,low
23G31B5679,Sanjay Menon,1,2,76.0,1,50.0,75.66315789473683,86.0,0.0,68.64947368421052,68.64947368421052,31.35052631578948,74.16421052631577,25.83578947368423,high,low,low
23G31B9438,Swati Iyer,1,2,62.0,1,40.0,70.88888888888889,64.0,0.0,56.833333333333336,56.833333333333336,43.166666666666664,66.22222222222223,33.77777777777777,medium,normal,low
23G31B7658,Swati Bhatnagar,1,1,0.0,0,43.333333333333336,76.49230769230768,72.0,0.0,28.073846153846155,28.073846153846155,71.92615384615385,65.0779487179487,34.9220512820513,poor,high,low
23G31A9512,Pooja Srivastava,1,2,64.0,1,73.33333333333333,77.39999999999999,36.0,0.0,67.41,67.41,32.59,71.51333333333332,28.48666666666668,high,low,low
23G31A9218,Esha Nair,1,1,0.0,0,63.33333333333333,76.94651162790696,63.0,0.0,33.691976744186036,33.691976744186036,66.30802325581396,66.49589147286821,33.50410852713179,poor,normal,low
